ID	DOCULECT	CONCEPT	CONCEPTICON_ID	VALUE	SEGMENTS	STRUCTURE	PARTIAL_IDS	ALIGNMENT	PROSTRING
2073	Heqing	stick,glue	254	tɕʰa⁴⁴	tɕʰ a ⁴⁴	i n t	1170	tɕʰ a ⁴⁴	i n t
2074	Lanping	stick,glue	254	tɕʰa⁴⁴	tɕʰ a ⁴⁴	i n t	1170	tɕʰ a ⁴⁴	i n t
2075	Qiliqiao	stick,glue	254	ŋa³⁵/tɕʰa⁴⁴	ŋ a ³⁵	i n t	1171	ŋ - a ³⁵	i m n t
2076	Yunlong	stick,glue	254	ɲa⁴⁴	ɲ a ⁴⁴	i n t	1171	ɲ - a ⁴⁴	i m n t
2077	Xiangyun	stick,glue	254	nia⁴²	n i a ⁴²	i m n t	1171	n i a ⁴²	i m n t
2078	Luobenzhuo	stick,glue	254	pʰæ⁴²	pʰ æ ⁴²	i n t	1173	pʰ æ ⁴²	i n t
2079	Zhoucheng	stick,glue	254	ɲa⁴⁴	ɲ a ⁴⁴	i n t	1171	ɲ - a ⁴⁴	i m n t
2089	Jianchuan	stir-fry	991	tsʰu³³	tsʰ u ³³	i n t	437	tsʰ u ³³	i n t
2090	Eryuan	stir-fry	991	tsʰu³³	tsʰ u ³³	i n t	437	tsʰ u ³³	i n t
2091	Heqing	stir-fry	991	tsʰu³³	tsʰ u ³³	i n t	437	tsʰ u ³³	i n t
2092	Lanping	stir-fry	991	tsʰu³³	tsʰ u ³³	i n t	437	tsʰ u ³³	i n t
2093	Qiliqiao	stir-fry	991	ʧʰu³³	ʧʰ u ³³	i n t	437	ʧʰ u ³³	i n t
2094	Yunlong	stir-fry	991	tsʰu³³	tsʰ u ³³	i n t	437	tsʰ u ³³	i n t
2095	Xiangyun	stir-fry	991	tsʰu³³	tsʰ u ³³	i n t	437	tsʰ u ³³	i n t
2096	Luobenzhuo	stir-fry	991	ɴ̣³¹	ɴ ɴ̣ ∼ ³¹	i n c t	438	ɴ ɴ̣ ∼ ³¹	i n c t
2097	Zhoucheng	stir-fry	991	tsʰu³³	tsʰ u ³³	i n t	437	tsʰ u ³³	i n t
487	Jianchuan	stomach	819	vɤ⁴²	v ɤ ⁴²	i n t	439	v ɤ ⁴²	i n t
488	Eryuan	stomach	819	zɿ⁴²kʰɔ³³	z ɿ ⁴² + kʰ ɔ ³³	i n t + i n t	440 441	z ɿ ⁴² + kʰ ɔ ³³	i n t + i n t
489	Heqing	stomach	819	vɤ⁴²	v ɤ ⁴²	i n t	439	v ɤ ⁴²	i n t
490	Lanping	stomach	819	ʐɛ⁴²	ʐ ɛ ⁴²	i n t	440	ʐ ɛ ⁴²	i n t
491	Qiliqiao	stomach	819	fɤ⁴²	f ɤ ⁴²	i n t	442	f ɤ ⁴²	i n t
492	Yunlong	stomach	819	we⁵⁵	w e ⁵⁵	i n t	439	w e ⁵⁵	i n t
493	Xiangyun	stomach	819	ɤ⁴²	ɤ ⁴²	n t	439	- ɤ ⁴²	i n t
494	Luobenzhuo	stomach	819	sæ̃³³ʐa³³	s æ̃ ∼ ³³ + ʐ a ³³	i n c t + i n t	443 440	s æ̃ ∼ ³³ + ʐ a ³³	i n c t + i n t
495	Zhoucheng	stomach	819	vɤ⁴²	v ɤ ⁴²	i n t	439	v ɤ ⁴²	i n t
1306	Jianchuan	stone	857	tɕo⁴²kʰue⁵⁵	tɕ o ⁴² + kʰ u e ⁵⁵	i n t + i m n t	444 445	tɕ o - ⁴² + kʰ u e - ⁵⁵	i n c t + i m n c t
1307	Eryuan	stone	857	tʂo⁴²kʰue⁵⁵	tʂ o ⁴² + kʰ u e ⁵⁵	i n t + i m n t	444 445	tʂ o - ⁴² + kʰ u e - ⁵⁵	i n c t + i m n c t
1308	Heqing	stone	857	tsou⁴²kʰue⁵⁵	ts o u ⁴² + kʰ u e ⁵⁵	i n c t + i m n t	444 445	ts o u ⁴² + kʰ u e - ⁵⁵	i n c t + i m n c t
1309	Lanping	stone	857	tsu³¹kʰue⁵⁵	ts u ³¹ + kʰ u e ⁵⁵	i n t + i m n t	444 445	ts u - ³¹ + kʰ u e - ⁵⁵	i n c t + i m n c t
1310	Qiliqiao	stone	857	tso⁴²kʰue⁵⁵	ts o ⁴² + kʰ u e ⁵⁵	i n t + i m n t	444 445	ts o - ⁴² + kʰ u e - ⁵⁵	i n c t + i m n c t
1311	Yunlong	stone	857	tso⁴²kʰue⁵⁵	ts o ⁴² + kʰ u e ⁵⁵	i n t + i m n t	444 445	ts o - ⁴² + kʰ u e - ⁵⁵	i n c t + i m n c t
1312	Xiangyun	stone	857	tso⁴²kʰue⁵⁵	ts o ⁴² + kʰ u e ⁵⁵	i n t + i m n t	444 445	ts o - ⁴² + kʰ u e - ⁵⁵	i n c t + i m n c t
1313	Luobenzhuo	stone	857	tu⁴²qʰɛ̃⁵⁵	t u ⁴² + qʰ ɛ̃ ∼ ⁵⁵	i n t + i n c t	444 445	t u - ⁴² + qʰ - ɛ̃ ∼ ⁵⁵	i n c t + i m n c t
1314	Zhoucheng	stone	857	tso⁴²kʰue³⁵	ts o ⁴² + kʰ u e ³⁵	i n t + i m n t	444 445	ts o - ⁴² + kʰ u e - ³⁵	i n c t + i m n c t
1261	Jianchuan	stool,low chair	2058	pa⁴²tɯ⁵⁵	p a ⁴² + t ɯ ⁵⁵	i n t + i n t	1043 1044	p a - ⁴² + t ɯ - ⁵⁵	i n c t + i n c t
1262	Eryuan	stool,low chair	2058	pa⁴²tɯ³⁵	p a ⁴² + t ɯ ³⁵	i n t + i n t	1043 1044	p a - ⁴² + t ɯ - ³⁵	i n c t + i n c t
1263	Heqing	stool,low chair	2058	pã⁴²tɯ̃⁵⁵	p ã ∼ ⁴² + t ɯ̃ ∼ ⁵⁵	i n c t + i n c t	1043 1044	p ã ∼ ⁴² + t ɯ̃ ∼ ⁵⁵	i n c t + i n c t
1264	Lanping	stool,low chair	2058	pa⁴⁴tɯ̃⁵⁵	p a ⁴⁴ + t ɯ̃ ∼ ⁵⁵	i n t + i n c t	1043 1044	p a - ⁴⁴ + t ɯ̃ ∼ ⁵⁵	i n c t + i n c t
1265	Qiliqiao	stool,low chair	2058	pa³²tɯ³⁵tɯ²¹	p a ³² + t ɯ ³⁵ + t ɯ ²¹	i n t + i n t + i n t	1043 1044 1045	p a - ³² + t ɯ - ³⁵ + t ɯ ²¹	i n c t + i n c t + i n t
1266	Yunlong	stool,low chair	2058	pa⁴²tɯ³⁵	p a ⁴² + t ɯ ³⁵	i n t + i n t	1043 1044	p a - ⁴² + t ɯ - ³⁵	i n c t + i n c t
1267	Xiangyun	stool,low chair	2058	pã⁴²tɯ³⁵	p ã ∼ ⁴² + t ɯ ³⁵	i n c t + i n t	1043 1044	p ã ∼ ⁴² + t ɯ - ³⁵	i n c t + i n c t
1268	Luobenzhuo	stool,low chair	2058	tɯ⁵⁵tɕi³³	t ɯ ⁵⁵ + tɕ i ³³	i n t + i n t	1044 1047	t ɯ - ⁵⁵ + tɕ i ³³	i n c t + i n t
1269	Zhoucheng	stool,low chair	2058	pa⁴²tɯ³⁵	p a ⁴² + t ɯ ³⁵	i n t + i n t	1043 1044	p a - ⁴² + t ɯ - ³⁵	i n c t + i n c t
1396	Jianchuan	story	2060	ku³¹xua⁴⁴	k u ³¹ + x u a ⁴⁴	i n t + i m n t	1087 1088	k u ³¹ + x u a ⁴⁴	i n t + i m n t
1397	Eryuan	story	2060	ku³¹pɯ³¹	k u ³¹ + p ɯ ³¹	i n t + i n t	1087 1089	k u ³¹ + p ɯ ³¹	i n t + i n t
1398	Heqing	story	2060	ku³¹	k u ³¹	i n t	1087	k u ³¹	i n t
1399	Lanping	story	2060	ka⁴²tsɿ³³ɕi⁵⁵wɔ̃⁴²	k a ⁴² + ts ɿ ³³ + ɕ i ⁵⁵ + w ɔ̃ ∼ ⁴²	i n t + i n t + i n t + i n c t	1087 1090 1091 1092	k a ⁴² + ts ɿ ³³ + ɕ i ⁵⁵ + w ɔ̃ ∼ ⁴²	i n t + i n t + i n t + i n c t
1400	Qiliqiao	story	2060	ku³¹pɯ³¹	k u ³¹ + p ɯ ³¹	i n t + i n t	1087 1089	k u ³¹ + p ɯ ³¹	i n t + i n t
1401	Yunlong	story	2060	gu³¹dzɿ³¹	g u ³¹ + dz ɿ ³¹	i n t + i n t	1087 1090	g u ³¹ + dz ɿ ³¹	i n t + i n t
1402	Xiangyun	story	2060	ku²¹	k u ²¹	i n t	1087	k u ²¹	i n t
1403	Luobenzhuo	story	2060	ca³¹kɯ³³tõ³¹	c a ³¹ + k ɯ ³³ + t õ ∼ ³¹	i n t + i n t + i n c t	1093 1094 1095	c a ³¹ + k ɯ ³³ + t õ ∼ ³¹	i n t + i n t + i n c t
1404	Zhoucheng	story	2060	ku³¹jy³¹	k u ³¹ + j y ³¹	i n t + i n t	1087 1046	k u ³¹ + j y ³¹	i n t + i n t
1225	Jianchuan	stove	859	tsou⁴²	ts o u ⁴²	i n c t	446	ts o u ⁴²	i n c t
1226	Eryuan	stove	859	tsɔ⁴²	ts ɔ ⁴²	i n t	446	ts ɔ - ⁴²	i n c t
1227	Heqing	stove	859	tsɔu⁴²	ts ɔ u ⁴²	i n c t	446	ts ɔ u ⁴²	i n c t
1228	Lanping	stove	859	tsu³¹kʰo⁵⁵	ts u ³¹ + kʰ o ⁵⁵	i n t + i n t	446 447	ts u - ³¹ + kʰ o ⁵⁵	i n c t + i n t
1229	Qiliqiao	stove	859	tsɔ³²	ts ɔ ³²	i n t	446	ts ɔ - ³²	i n c t
1230	Yunlong	stove	859	tsɔ⁴²	ts ɔ ⁴²	i n t	446	ts ɔ - ⁴²	i n c t
1231	Xiangyun	stove	859	tso⁴²	ts o ⁴²	i n t	446	ts o - ⁴²	i n c t
1232	Luobenzhuo	stove	859	lu³¹tsʊ³³	l u ³¹ + ts ʊ ³³	i n t + i n t	448 446	l u ³¹ + ts ʊ - ³³	i n t + i n c t
1233	Zhoucheng	stove	859	tsɔ⁴²	ts ɔ ⁴²	i n t	446	ts ɔ - ⁴²	i n c t
3016	Jianchuan	straight	1404	tũẽ⁵⁵	t u ẽ ∼ ⁵⁵	i m n c t	449	t u ẽ ∼ ⁵⁵	i m n c t
3017	Eryuan	straight	1404	miɔ⁴²	m i ɔ ⁴²	i m n t	450	m i ɔ ⁴²	i m n t
3018	Heqing	straight	1404	tsɿ⁵⁵	ts ɿ ⁵⁵	i n t	451	ts ɿ ⁵⁵	i n t
3019	Lanping	straight	1404	tũẽ⁴⁴	t u ẽ ∼ ⁴⁴	i m n c t	449	t u ẽ ∼ ⁴⁴	i m n c t
3020	Qiliqiao	straight	1404	miɔ³²	m i ɔ ³²	i m n t	450	m i ɔ ³²	i m n t
3021	Yunlong	straight	1404	miɔ⁴²	m i ɔ ⁴²	i m n t	450	m i ɔ ⁴²	i m n t
3022	Xiangyun	straight	1404	tsɿ³⁵	ts ɿ ³⁵	i n t	451	ts ɿ ³⁵	i n t
3023	Luobenzhuo	straight	1404	dy⁵⁵	d y ⁵⁵	i n t	451	d y ⁵⁵	i n t
3024	Zhoucheng	straight	1404	tsɿ³⁵	ts ɿ ³⁵	i n t	451	ts ɿ ³⁵	i n t
883	Jianchuan	straw mat	195	pʰu³¹	pʰ u ³¹	i n t	959	pʰ u ³¹	i n t
884	Eryuan	straw mat	195	pʰu³¹ʂe⁴⁴	pʰ u ³¹ + ʂ e ⁴⁴	i n t + i n t	959 960	pʰ u ³¹ + ʂ e ⁴⁴	i n t + i n t
885	Heqing	straw mat	195	pʰu³¹	pʰ u ³¹	i n t	959	pʰ u ³¹	i n t
886	Lanping	straw mat	195	pʰu³¹se³³	pʰ u ³¹ + s e ³³	i n t + i n t	959 960	pʰ u ³¹ + s e ³³	i n t + i n t
887	Qiliqiao	straw mat	195	pʰɔ³¹se⁴⁴	pʰ ɔ ³¹ + s e ⁴⁴	i n t + i n t	959 960	pʰ ɔ ³¹ + s e ⁴⁴	i n t + i n t
888	Yunlong	straw mat	195	pʰu³¹sɛ⁴⁴	pʰ u ³¹ + s ɛ ⁴⁴	i n t + i n t	959 960	pʰ u ³¹ + s ɛ ⁴⁴	i n t + i n t
889	Xiangyun	straw mat	195	pʰu³¹	pʰ u ³¹	i n t	959	pʰ u ³¹	i n t
890	Luobenzhuo	straw mat	195	qɛ⁵⁵tɕʰo³³ʈɯ̃⁵⁵	q ɛ ⁵⁵ + tɕʰ o ³³ + ʈ ɯ̃ ∼ ⁵⁵	i n t + i n t + i n c t	961 962 963	q ɛ ⁵⁵ + tɕʰ o ³³ + ʈ ɯ̃ ∼ ⁵⁵	i n t + i n t + i n c t
891	Zhoucheng	straw mat	195	pʰu³¹	pʰ u ³¹	i n t	959	pʰ u ³¹	i n t
874	Jianchuan	straw sandal	2047	kɛ⁴²	k ɛ ⁴²	i n t	1172	k - ɛ ⁴²	i m n t
875	Eryuan	straw sandal	2047	kʲɛ⁴²	kʲ ɛ ⁴²	i n t	1172	kʲ - ɛ ⁴²	i m n t
876	Heqing	straw sandal	2047	kɛ⁴²	k ɛ ⁴²	i n t	1172	k - ɛ ⁴²	i m n t
877	Lanping	straw sandal	2047	kɛ⁴⁴(tɕĩ⁴⁴)	k ɛ ⁴⁴ + tɕ ĩ ∼ ⁴⁴	i n t + i n c t	1172 1617	k - ɛ ⁴⁴ + tɕ ĩ ∼ ⁴⁴	i m n t + i n c t
878	Zhoucheng	straw sandal	2047	kʲɛ³²	kʲ ɛ ³²	i n t	1172	kʲ - ɛ ³²	i m n t
879	Qiliqiao	straw sandal	2047	kiɛ⁴²tɕi³³	k i ɛ ⁴² + tɕ i ³³	i m n t + i n t	1172 1616	k i ɛ ⁴² + tɕ i ³³	i m n t + i n t
880	Yunlong	straw sandal	2047	kɛ⁴²	k ɛ ⁴²	i n t	1172	k - ɛ ⁴²	i m n t
881	Xiangyun	straw sandal	2047	kʲɛ⁴²pa⁴²	kʲ ɛ ⁴² + p a ⁴²	i n t + i n t	1172 1615	kʲ - ɛ ⁴² + p a ⁴²	i m n t + i n t
882	Luobenzhuo	straw sandal	2047	ka⁴²	k a ⁴²	i n t	1172	k - a ⁴²	i m n t
1495	Jianchuan	strength	202	tɕʰi⁴⁴ɣɯ⁴²	tɕʰ i ⁴⁴ + ɣ ɯ ⁴²	i n t + i n t	1111 1112	tɕʰ i ⁴⁴ + ɣ ɯ ⁴²	i n t + i n t
1496	Eryuan	strength	202	kʲʰi⁴⁴ɣɯ⁴²	kʲʰ i ⁴⁴ + ɣ ɯ ⁴²	i n t + i n t	1111 1112	kʲʰ i ⁴⁴ + ɣ ɯ ⁴²	i n t + i n t
1497	Heqing	strength	202	tɕʰi⁴⁴ɣɯ⁴²	tɕʰ i ⁴⁴ + ɣ ɯ ⁴²	i n t + i n t	1111 1112	tɕʰ i ⁴⁴ + ɣ ɯ ⁴²	i n t + i n t
1498	Lanping	strength	202	tɕʰi⁵⁵ɣɯ⁴²	tɕʰ i ⁵⁵ + ɣ ɯ ⁴²	i n t + i n t	1111 1112	tɕʰ i ⁵⁵ + ɣ ɯ ⁴²	i n t + i n t
1499	Qiliqiao	strength	202	tɕʰi⁴⁴xo⁴⁴	tɕʰ i ⁴⁴ + x o ⁴⁴	i n t + i n t	1111 1112	tɕʰ i ⁴⁴ + x o ⁴⁴	i n t + i n t
1500	Yunlong	strength	202	tɕʰi⁴⁴	tɕʰ i ⁴⁴	i n t	1111	tɕʰ i ⁴⁴	i n t
1501	Xiangyun	strength	202	tɕʰi⁴⁴	tɕʰ i ⁴⁴	i n t	1111	tɕʰ i ⁴⁴	i n t
1502	Luobenzhuo	strength	202	ɣɯ⁴⁴	ɣ ɯ ⁴⁴	i n t	1112	ɣ ɯ ⁴⁴	i n t
1503	Zhoucheng	strength	202	tsʰɛ⁵⁵kʲʰi⁴⁴	tsʰ ɛ ⁵⁵ + kʲʰ i ⁴⁴	i n t + i n t	1111 1618	tsʰ ɛ ⁵⁵ + kʲʰ i ⁴⁴	i n t + i n t
1000	Jianchuan	sun	1343	jĩ⁴⁴pʰĩ³¹	j ĩ ∼ ⁴⁴ + pʰ ĩ ∼ ³¹	i n c t + i n c t	452 453	j ĩ ∼ ⁴⁴ + pʰ ĩ ∼ ³¹	i n c t + i n c t
1001	Eryuan	sun	1343	ɲi⁴⁴pʰi³¹	ɲ i ⁴⁴ + pʰ i ³¹	i n t + i n t	452 453	ɲ i - ⁴⁴ + pʰ i - ³¹	i n c t + i n c t
1002	Heqing	sun	1343	jĩ⁴⁴pʰĩ³¹	j ĩ ∼ ⁴⁴ + pʰ ĩ ∼ ³¹	i n c t + i n c t	452 453	j ĩ ∼ ⁴⁴ + pʰ ĩ ∼ ³¹	i n c t + i n c t
1003	Lanping	sun	1343	jĩ⁵⁵pʰĩ³¹	j ĩ ∼ ⁵⁵ + pʰ ĩ ∼ ³¹	i n c t + i n c t	452 453	j ĩ ∼ ⁵⁵ + pʰ ĩ ∼ ³¹	i n c t + i n c t
1004	Qiliqiao	sun	1343	mi⁴⁴pʰi³¹	m i ⁴⁴ + pʰ i ³¹	i n t + i n t	452 453	m i - ⁴⁴ + pʰ i - ³¹	i n c t + i n c t
1005	Yunlong	sun	1343	ɲi⁴⁴pʰi³¹	ɲ i ⁴⁴ + pʰ i ³¹	i n t + i n t	452 453	ɲ i - ⁴⁴ + pʰ i - ³¹	i n c t + i n c t
1006	Xiangyun	sun	1343	ni⁴⁴tsʰou⁴⁴tsɿ³³	n i ⁴⁴ + tsʰ o u ⁴⁴ + ts ɿ ³³	i n t + i n c t + i n t	452 454 455	n i - ⁴⁴ + tsʰ o u ⁴⁴ + ts ɿ ³³	i n c t + i n c t + i n t
1007	Luobenzhuo	sun	1343	ɲi⁵⁵	ɲ i ⁵⁵	i n t	452	ɲ i - ⁵⁵	i n c t
1008	Zhoucheng	sun	1343	mi⁴⁴pʰi³¹	m i ⁴⁴ + pʰ i ³¹	i n t + i n t	452 453	m i - ⁴⁴ + pʰ i - ³¹	i n c t + i n c t
4159	Jianchuan	swallow	897	xẽ⁵⁵ŋɛ³³tsɿ³³	x ẽ ∼ ⁵⁵ + ŋ ɛ ³³ + ts ɿ ³³	i n c t + i n t + i n t	687 688 689	x ẽ ∼ ⁵⁵ + ŋ ɛ - ³³ + ts ɿ ³³	i n c t + i n c t + i n t
4160	Eryuan	swallow	897	xe⁵⁵le⁵⁵ɣɛ³³	x e ⁵⁵ + l e ⁵⁵ + ɣ ɛ ³³	i n t + i n t + i n t	687 690 691	x e - ⁵⁵ + l e ⁵⁵ + ɣ ɛ ³³	i n c t + i n t + i n t
4161	Heqing	swallow	897	ti⁵⁵kɛ⁴²lɛ³⁵tsɿ³³	t i ⁵⁵ + k ɛ ⁴² + l ɛ ³⁵ + ts ɿ ³³	i n t + i n t + i n t + i n t	692 693 690 689	t i ⁵⁵ + k ɛ ⁴² + l ɛ ³⁵ + ts ɿ ³³	i n t + i n t + i n t + i n t
4162	Lanping	swallow	897	xẽ⁵⁵jɛ̃⁴⁴tsɿ⁴⁴	x ẽ ∼ ⁵⁵ + j ɛ̃ ∼ ⁴⁴ + ts ɿ ⁴⁴	i n c t + i n c t + i n t	687 688 689	x ẽ ∼ ⁵⁵ + j ɛ̃ ∼ ⁴⁴ + ts ɿ ⁴⁴	i n c t + i n c t + i n t
4163	Qiliqiao	swallow	897	ke⁵⁵jɛ³¹tsɿ³³	k e ⁵⁵ + j ɛ ³¹ + ts ɿ ³³	i n t + i n t + i n t	693 688 689	k e ⁵⁵ + j ɛ - ³¹ + ts ɿ ³³	i n t + i n c t + i n t
4164	Yunlong	swallow	897	xe⁵⁵a³³tsɿ³³	x e ⁵⁵ + a ³³ + ts ɿ ³³	i n t + n t + i n t	687 694 689	x e - ⁵⁵ + a ³³ + ts ɿ ³³	i n c t + n t + i n t
4165	Xiangyun	swallow	897	tɕi³⁵li³⁵kʲɛ⁴²tsɿ³³	tɕ i ³⁵ + l i ³⁵ + kʲ ɛ ⁴² + ts ɿ ³³	i n t + i n t + i n t + i n t	695 690 693 689	tɕ i ³⁵ + l i ³⁵ + kʲ ɛ ⁴² + ts ɿ ³³	i n t + i n t + i n t + i n t
4166	Luobenzhuo	swallow	897	pa⁵⁵pɯ⁵⁵tɕi³¹	p a ⁵⁵ + p ɯ ⁵⁵ + tɕ i ³¹	i n t + i n t + i n t	696 697 689	p a ⁵⁵ + p ɯ ⁵⁵ + tɕ i ³¹	i n t + i n t + i n t
4167	Zhoucheng	swallow	897	li⁵⁵ja⁴²tsɿ³³	l i ⁵⁵ + j a ⁴² + ts ɿ ³³	i n t + i n t + i n t	690 688 689	l i ⁵⁵ + j a - ⁴² + ts ɿ ³³	i n t + i n c t + i n t
532	Jianchuan	sweat	2458	ŋa²¹	ŋ a ²¹	i n t	456	ŋ a - ²¹	i n c t
533	Eryuan	sweat	2458	ŋa²¹	ŋ a ²¹	i n t	456	ŋ a - ²¹	i n c t
534	Heqing	sweat	2458	ŋa²¹	ŋ a ²¹	i n t	456	ŋ a - ²¹	i n c t
535	Lanping	sweat	2458	ŋa²¹	ŋ a ²¹	i n t	456	ŋ a - ²¹	i n c t
536	Qiliqiao	sweat	2458	ŋa²¹	ŋ a ²¹	i n t	456	ŋ a - ²¹	i n c t
537	Yunlong	sweat	2458	ɣa²¹	ɣ a ²¹	i n t	456	ɣ a - ²¹	i n c t
538	Xiangyun	sweat	2458	ɣã²¹	ɣ ã ∼ ²¹	i n c t	456	ɣ ã ∼ ²¹	i n c t
539	Luobenzhuo	sweat	2458	ɴa²¹	ɴ a ²¹	i n t	456	ɴ a - ²¹	i n c t
540	Zhoucheng	sweat	2458	ŋa²¹	ŋ a ²¹	i n t	456	ŋ a - ²¹	i n c t
2242	Jianchuan	sweep	230	tsʰou⁴⁴	tsʰ o u ⁴⁴	i n c t	1185	tsʰ o u ⁴⁴	i n c t
2243	Eryuan	sweep	230	sɔ⁴⁴	s ɔ ⁴⁴	i n t	1186	s - ɔ ⁴⁴	i m n t
2244	Heqing	sweep	230	tsʰou⁴⁴	tsʰ o u ⁴⁴	i n c t	1185	tsʰ o u ⁴⁴	i n c t
2245	Lanping	sweep	230	tsʰu⁴⁴	tsʰ u ⁴⁴	i n t	1185	tsʰ u - ⁴⁴	i n c t
2246	Qiliqiao	sweep	230	ɕu³³	ɕ u ³³	i n t	1186	ɕ - u ³³	i m n t
2247	Yunlong	sweep	230	suɔ³³	s u ɔ ³³	i m n t	1186	s u ɔ ³³	i m n t
2248	Xiangyun	sweep	230	su³³	s u ³³	i n t	1186	s - u ³³	i m n t
2249	Luobenzhuo	sweep	230	ʈʰu⁵⁵	ʈʰ u ⁵⁵	i n t	1185	ʈʰ u - ⁵⁵	i n c t
2250	Zhoucheng	sweep	230	sɔ³³	s ɔ ³³	i n t	1186	s - ɔ ³³	i m n t
3376	Jianchuan	sweet	717	kã⁵⁵ɤ̃³³	k ã ∼ ⁵⁵ + ɤ̃ ∼ ³³	i n c t + n c t	1393 1394	k ã ∼ ⁵⁵ + - ɤ̃ ∼ ³³	i n c t + i n c t
3377	Eryuan	sweet	717	ka³⁵mi⁴⁴	k a ³⁵ + m i ⁴⁴	i n t + i n t	1393 1395	k a - ³⁵ + m i ⁴⁴	i n c t + i n t
3378	Heqing	sweet	717	kã⁵⁵vɤ³³	k ã ∼ ⁵⁵ + v ɤ ³³	i n c t + i n t	1393 1394	k ã ∼ ⁵⁵ + v ɤ - ³³	i n c t + i n c t
3379	Lanping	sweet	717	ɕõ⁵⁵	ɕ õ ∼ ⁵⁵	i n c t	1396	ɕ õ ∼ ⁵⁵	i n c t
3380	Qiliqiao	sweet	717	ka³⁵mi⁴⁴	k a ³⁵ + m i ⁴⁴	i n t + i n t	1393 1395	k a - ³⁵ + m i ⁴⁴	i n c t + i n t
3381	Yunlong	sweet	717	ka³⁵mi⁴⁴	k a ³⁵ + m i ⁴⁴	i n t + i n t	1393 1395	k a - ³⁵ + m i ⁴⁴	i n c t + i n t
3382	Xiangyun	sweet	717	kã³⁵mi⁴⁴	k ã ∼ ³⁵ + m i ⁴⁴	i n c t + i n t	1393 1395	k ã ∼ ³⁵ + m i ⁴⁴	i n c t + i n t
3383	Luobenzhuo	sweet	717	ɕõ⁵⁵	ɕ õ ∼ ⁵⁵	i n c t	1396	ɕ õ ∼ ⁵⁵	i n c t
3384	Zhoucheng	sweet	717	ka³⁵mi⁴⁴	k a ³⁵ + m i ⁴⁴	i n t + i n t	1393 1395	k a - ³⁵ + m i ⁴⁴	i n c t + i n t
2809	Jianchuan	swell	1573	tsʰɛ̃⁵⁵	tsʰ ɛ̃ ∼ ⁵⁵	i n c t	457	tsʰ ɛ̃ ∼ ⁵⁵	i n c t
2810	Eryuan	swell	1573	tsʰɿ⁵⁵	tsʰ ɿ ⁵⁵	i n t	457	tsʰ ɿ - ⁵⁵	i n c t
2811	Heqing	swell	1573	tsʰɿ̃⁵⁵	tsʰ ɿ̃ ∼ ⁵⁵	i n c t	457	tsʰ ɿ̃ ∼ ⁵⁵	i n c t
2812	Lanping	swell	1573	tsʰɛ̃⁴⁴	tsʰ ɛ̃ ∼ ⁴⁴	i n c t	457	tsʰ ɛ̃ ∼ ⁴⁴	i n c t
2813	Qiliqiao	swell	1573	tsʰɿ⁵⁵	tsʰ ɿ ⁵⁵	i n t	457	tsʰ ɿ - ⁵⁵	i n c t
2814	Yunlong	swell	1573	tsʰɿ⁵⁵	tsʰ ɿ ⁵⁵	i n t	457	tsʰ ɿ - ⁵⁵	i n c t
2815	Xiangyun	swell	1573	tsʰɛ̃⁵⁵	tsʰ ɛ̃ ∼ ⁵⁵	i n c t	457	tsʰ ɛ̃ ∼ ⁵⁵	i n c t
2816	Luobenzhuo	swell	1573	tʂʰɛ̃⁵⁵	tʂʰ ɛ̃ ∼ ⁵⁵	i n c t	457	tʂʰ ɛ̃ ∼ ⁵⁵	i n c t
2817	Zhoucheng	swell	1573	tsʰɿ⁵⁵	tsʰ ɿ ⁵⁵	i n t	457	tsʰ ɿ - ⁵⁵	i n c t
1252	Jianchuan	table	1775	tsɿ⁵⁵tsɿ³³	ts ɿ ⁵⁵ + ts ɿ ³³	i n t + i n t	1038 1039	ts ɿ - ⁵⁵ + ts ɿ ³³	i n c t + i n t
1253	Eryuan	table	1775	tʂɛ³⁵tsɿ³³	tʂ ɛ ³⁵ + ts ɿ ³³	i n t + i n t	1038 1039	tʂ ɛ - ³⁵ + ts ɿ ³³	i n c t + i n t
1254	Heqing	table	1775	tsɛ⁵⁵tsɿ³³	ts ɛ ⁵⁵ + ts ɿ ³³	i n t + i n t	1038 1039	ts ɛ - ⁵⁵ + ts ɿ ³³	i n c t + i n t
1255	Lanping	table	1775	tsɿ⁴⁴tsɿ³³tsɔ̃⁵⁵	ts ɿ ⁴⁴ + ts ɿ ³³ + ts ɔ̃ ∼ ⁵⁵	i n t + i n t + i n c t	1038 1039 1040	ts ɿ - ⁴⁴ + ts ɿ ³³ + ts ɔ̃ ∼ ⁵⁵	i n c t + i n t + i n c t
1256	Qiliqiao	table	1775	tsɛ³⁵tsɿ³³tso³⁵	ts ɛ ³⁵ + ts ɿ ³³ + ts o ³⁵	i n t + i n t + i n t	1038 1039 1040	ts ɛ - ³⁵ + ts ɿ ³³ + ts o - ³⁵	i n c t + i n t + i n c t
1257	Yunlong	table	1775	tsao³⁵tsɿ³³	ts a o ³⁵ + ts ɿ ³³	i n c t + i n t	1038 1039	ts a o ³⁵ + ts ɿ ³³	i n c t + i n t
1258	Xiangyun	table	1775	tsɛ³⁵tso³³	ts ɛ ³⁵ + ts o ³³	i n t + i n t	1038 1040	ts ɛ - ³⁵ + ts o - ³³	i n c t + i n c t
